city,date,temperature,humidity,wind_speed,pressure,rainfall
Lahore,2026-04-20 04:00:00,23.2,39,7.9,1006.0,0.0
Lahore,2026-04-20 05:00:00,22.5,41,9.4,1006.0,0.0
Lahore,2026-04-20 06:00:00,22.4,41,7.9,1007.0,0.0
Lahore,2026-04-20 07:00:00,25.3,35,6.8,1007.0,0.0
Lahore,2026-04-20 08:00:00,28.7,28,8.3,1007.0,0.0
Lahore,2026-04-20 09:00:00,32.0,22,10.4,1007.0,0.0
Lahore,2026-04-20 10:00:00,34.7,18,11.5,1007.0,0.0
Lahore,2026-04-20 11:00:00,36.8,16,13.0,1006.0,0.0
Lahore,2026-04-20 12:00:00,38.1,13,14.8,1005.0,0.0
Lahore,2026-04-20 13:00:00,38.9,11,15.5,1004.0,0.0
Lahore,2026-04-20 14:00:00,39.3,11,16.2,1003.0,0.0
Lahore,2026-04-20 15:00:00,39.3,10,18.7,1002.0,0.0
Lahore,2026-04-20 16:00:00,38.6,11,20.5,1002.0,0.0
Lahore,2026-04-20 17:00:00,37.7,12,20.5,1002.0,0.0
Lahore,2026-04-20 18:00:00,35.7,13,15.1,1003.0,0.0
Lahore,2026-04-20 19:00:00,32.6,16,12.6,1003.0,0.0
Lahore,2026-04-20 20:00:00,31.6,18,12.6,1004.0,0.0
Lahore,2026-04-20 21:00:00,30.7,19,12.6,1005.0,0.0
Lahore,2026-04-20 22:00:00,29.6,20,11.2,1005.0,0.0
Lahore,2026-04-20 23:00:00,28.4,22,10.8,1005.0,0.0
Lahore,2026-04-21 00:00:00,27.2,24,8.3,1005.0,0.0
Lahore,2026-04-21 01:00:00,26.3,25,9.0,1005.0,0.0
Lahore,2026-04-21 02:00:00,25.5,27,8.3,1004.0,0.0
Lahore,2026-04-21 03:00:00,25.0,29,10.8,1005.0,0.0
Lahore,2026-04-21 04:00:00,24.5,31,8.6,1004.0,0.0
Lahore,2026-04-21 05:00:00,24.2,32,8.6,1004.0,0.0
Lahore,2026-04-21 06:00:00,24.4,32,8.3,1005.0,0.0
Lahore,2026-04-21 07:00:00,27.8,26,6.5,1005.0,0.0
Lahore,2026-04-21 08:00:00,31.4,20,8.6,1006.0,0.0
Lahore,2026-04-21 09:00:00,34.3,16,10.8,1006.0,0.0
Lahore,2026-04-21 10:00:00,36.6,13,14.0,1006.0,0.0
Lahore,2026-04-21 11:00:00,38.0,11,16.9,1005.0,0.0
Lahore,2026-04-21 12:00:00,39.0,11,19.1,1004.0,0.0
Lahore,2026-04-21 13:00:00,39.8,10,20.9,1004.0,0.0
Lahore,2026-04-21 14:00:00,40.2,9,21.2,1002.0,0.0
Lahore,2026-04-21 15:00:00,40.2,9,21.2,1002.0,0.0
Lahore,2026-04-21 16:00:00,39.9,9,22.0,1001.0,0.0
Lahore,2026-04-21 17:00:00,38.9,9,20.9,1001.0,0.0
Lahore,2026-04-21 18:00:00,36.9,11,14.8,1002.0,0.0
Lahore,2026-04-21 19:00:00,33.4,13,13.3,1002.0,0.0
Lahore,2026-04-21 20:00:00,32.0,15,12.6,1003.0,0.0
Lahore,2026-04-21 21:00:00,30.8,16,12.6,1003.0,0.0
Lahore,2026-04-21 22:00:00,29.7,17,11.2,1004.0,0.0
Lahore,2026-04-21 23:00:00,28.9,18,9.0,1004.0,0.0
Lahore,2026-04-22 00:00:00,28.0,20,10.1,1004.0,0.0
Lahore,2026-04-22 01:00:00,27.4,20,8.6,1003.0,0.0
Lahore,2026-04-22 02:00:00,26.8,21,8.3,1003.0,0.0
Lahore,2026-04-22 03:00:00,26.4,22,8.3,1003.0,0.0
Lahore,2026-04-22 04:00:00,26.0,23,7.2,1003.0,0.0
Lahore,2026-04-22 05:00:00,25.6,23,6.8,1003.0,0.0
Lahore,2026-04-22 06:00:00,26.0,23,6.5,1004.0,0.0
Lahore,2026-04-22 07:00:00,29.1,19,7.2,1005.0,0.0
Lahore,2026-04-22 08:00:00,32.0,15,8.6,1005.0,0.0
Lahore,2026-04-22 09:00:00,34.8,13,9.7,1005.0,0.0
Lahore,2026-04-22 10:00:00,37.2,11,11.5,1005.0,0.0
Lahore,2026-04-22 11:00:00,39.1,10,12.2,1004.0,0.0
Lahore,2026-04-22 12:00:00,40.5,9,14.0,1003.0,0.0
Lahore,2026-04-22 13:00:00,41.6,8,14.4,1002.0,0.0
Lahore,2026-04-22 14:00:00,42.0,8,14.4,1001.0,0.0
Lahore,2026-04-22 15:00:00,42.0,8,14.4,1000.0,0.0
Lahore,2026-04-22 16:00:00,41.6,8,14.0,1000.0,0.0
Lahore,2026-04-22 17:00:00,41.0,8,13.7,1000.0,0.0
Lahore,2026-04-22 18:00:00,38.5,10,9.7,1000.0,0.0
Lahore,2026-04-22 19:00:00,34.9,12,9.4,1001.0,0.0
Lahore,2026-04-22 20:00:00,33.3,14,10.8,1002.0,0.0
Lahore,2026-04-22 21:00:00,31.8,15,10.8,1002.0,0.0
Lahore,2026-04-22 22:00:00,30.7,16,9.0,1002.0,0.0
Lahore,2026-04-22 23:00:00,30.0,17,7.6,1002.0,0.0
Lahore,2026-04-23 00:00:00,29.2,23,5.4,1003.0,0.0
Lahore,2026-04-23 01:00:00,28.3,24,4.0,1003.0,0.0
Lahore,2026-04-23 02:00:00,27.9,24,4.0,1003.0,0.0
Lahore,2026-04-23 03:00:00,27.5,25,6.1,1002.0,0.0
Lahore,2026-04-23 04:00:00,27.1,26,5.8,1003.0,0.0
Lahore,2026-04-23 05:00:00,26.8,26,5.4,1003.0,0.0
Lahore,2026-04-23 06:00:00,27.4,26,5.4,1003.0,0.0
Lahore,2026-04-23 07:00:00,30.7,22,6.1,1003.0,0.0
Lahore,2026-04-23 08:00:00,34.4,17,6.8,1004.0,0.0
Lahore,2026-04-23 09:00:00,37.7,14,9.7,1004.0,0.0
Lahore,2026-04-23 10:00:00,39.9,12,11.5,1004.0,0.0
Lahore,2026-04-23 11:00:00,41.3,11,13.0,1004.0,0.0
Lahore,2026-04-23 12:00:00,42.2,10,12.6,1003.0,0.0
Lahore,2026-04-23 13:00:00,42.7,9,11.9,1002.0,0.0
Lahore,2026-04-23 14:00:00,43.1,9,11.9,1001.0,0.0
Lahore,2026-04-23 15:00:00,43.2,9,11.5,1000.0,0.0
Lahore,2026-04-23 16:00:00,43.0,9,10.4,1000.0,0.0
Lahore,2026-04-23 17:00:00,42.4,9,10.4,999.0,0.0
Lahore,2026-04-23 18:00:00,39.9,10,8.3,1000.0,0.0
Lahore,2026-04-23 19:00:00,36.4,14,11.2,1000.0,0.0
Lahore,2026-04-23 20:00:00,34.3,18,13.3,1001.0,0.0
Lahore,2026-04-23 21:00:00,32.9,21,11.5,1002.0,0.0
Lahore,2026-04-23 22:00:00,31.8,23,9.4,1002.0,0.0
Lahore,2026-04-23 23:00:00,31.1,24,6.8,1002.0,0.0
Lahore,2026-04-24 00:00:00,30.4,24,7.6,1003.0,0.0
Lahore,2026-04-24 01:00:00,30.1,25,7.6,1002.0,0.0
Lahore,2026-04-24 02:00:00,29.9,27,12.6,1003.0,0.0
Lahore,2026-04-24 03:00:00,29.5,29,11.5,1003.0,0.0
Lahore,2026-04-24 04:00:00,28.9,31,10.4,1003.0,0.0
Lahore,2026-04-24 05:00:00,28.7,32,10.4,1003.0,0.0
Lahore,2026-04-24 06:00:00,28.8,32,6.5,1003.0,0.0
Lahore,2026-04-24 07:00:00,31.5,28,6.5,1004.0,0.0
Lahore,2026-04-24 08:00:00,34.6,22,8.3,1004.0,0.0
Lahore,2026-04-24 09:00:00,37.2,18,7.2,1005.0,0.0
Lahore,2026-04-24 10:00:00,39.4,15,8.6,1004.0,0.0
Lahore,2026-04-24 11:00:00,41.0,13,13.3,1004.0,0.0
Lahore,2026-04-24 12:00:00,41.8,12,13.7,1003.0,0.0
Lahore,2026-04-24 13:00:00,42.5,12,14.0,1002.0,0.0
Lahore,2026-04-24 14:00:00,43.0,11,14.8,1001.0,0.0
Lahore,2026-04-24 15:00:00,43.0,11,14.8,1000.0,0.0
Lahore,2026-04-24 16:00:00,42.7,11,15.1,1000.0,0.0
Lahore,2026-04-24 17:00:00,42.1,11,16.9,1000.0,0.0
Lahore,2026-04-24 18:00:00,40.2,12,14.0,1000.0,0.0
Lahore,2026-04-24 19:00:00,36.6,14,11.5,1001.0,0.0
Lahore,2026-04-24 20:00:00,35.0,17,12.6,1002.0,0.0
Lahore,2026-04-24 21:00:00,33.9,19,12.6,1003.0,0.0
Lahore,2026-04-24 22:00:00,33.3,20,11.2,1003.0,0.0
Lahore,2026-04-24 23:00:00,32.8,21,10.1,1003.0,0.0
Lahore,2026-04-25 00:00:00,29.6,36,23.4,1006.0,0.0
Lahore,2026-04-25 01:00:00,29.7,37,15.5,1005.0,0.0
Lahore,2026-04-25 02:00:00,30.4,34,14.0,1005.0,0.0
Lahore,2026-04-25 03:00:00,30.0,35,11.9,1005.0,0.0
Lahore,2026-04-25 04:00:00,29.2,36,14.0,1005.0,0.0
Lahore,2026-04-25 05:00:00,28.1,38,12.6,1005.0,0.0
Lahore,2026-04-25 06:00:00,28.2,38,11.5,1006.0,0.0
Lahore,2026-04-25 07:00:00,30.7,32,11.2,1006.0,0.0
Lahore,2026-04-25 08:00:00,34.1,24,10.4,1006.0,0.0
Lahore,2026-04-25 09:00:00,37.1,19,7.2,1006.0,0.0
Lahore,2026-04-25 10:00:00,39.6,16,5.0,1006.0,0.0
Lahore,2026-04-25 11:00:00,40.5,15,10.1,1006.0,0.0
Lahore,2026-04-25 12:00:00,41.6,14,12.2,1005.0,0.0
Lahore,2026-04-25 13:00:00,42.4,13,13.3,1004.0,0.0
Lahore,2026-04-25 14:00:00,42.8,12,14.0,1003.0,0.0
Lahore,2026-04-25 15:00:00,43.0,11,15.8,1002.0,0.0
Lahore,2026-04-25 16:00:00,42.7,11,22.0,1002.0,0.0
Lahore,2026-04-25 17:00:00,41.8,12,23.8,1001.0,0.0
Lahore,2026-04-25 18:00:00,40.0,14,20.5,1002.0,0.0
Lahore,2026-04-25 19:00:00,36.7,17,13.3,1003.0,0.0
Lahore,2026-04-25 20:00:00,34.8,20,10.8,1004.0,0.1
Lahore,2026-04-25 21:00:00,33.9,21,10.8,1004.0,0.0
Lahore,2026-04-25 22:00:00,32.8,22,11.2,1004.0,0.0
Lahore,2026-04-25 23:00:00,31.4,24,9.0,1004.0,0.0
Karachi,2026-04-19 00:00:00,25.3,65,22.7,1008.0,0.0
Karachi,2026-04-19 01:00:00,25.0,68,22.0,1008.0,0.0
Karachi,2026-04-19 02:00:00,24.7,71,20.2,1007.0,0.0
Karachi,2026-04-19 03:00:00,24.6,72,21.2,1007.0,0.0
Karachi,2026-04-19 04:00:00,24.5,73,21.2,1006.0,0.0
Karachi,2026-04-19 05:00:00,24.4,74,21.6,1007.0,0.0
Karachi,2026-04-19 06:00:00,24.4,75,20.9,1007.0,0.0
Karachi,2026-04-19 07:00:00,24.7,75,20.5,1008.0,0.0
Karachi,2026-04-19 08:00:00,25.8,69,23.4,1008.0,0.0
Karachi,2026-04-19 09:00:00,27.1,61,22.7,1009.0,0.0
Karachi,2026-04-19 10:00:00,28.6,54,23.0,1009.0,0.0
Karachi,2026-04-19 11:00:00,29.8,48,24.1,1009.0,0.0
Karachi,2026-04-19 12:00:00,30.6,45,26.6,1008.0,0.0
Karachi,2026-04-19 13:00:00,31.2,42,26.3,1008.0,0.0
Karachi,2026-04-19 14:00:00,31.4,42,27.4,1007.0,0.0
Karachi,2026-04-19 15:00:00,31.1,42,28.4,1006.0,0.0
Karachi,2026-04-19 16:00:00,30.6,44,27.7,1006.0,0.0
Karachi,2026-04-19 17:00:00,29.8,46,27.7,1006.0,0.0
Karachi,2026-04-19 18:00:00,28.8,50,25.6,1006.0,0.0
Karachi,2026-04-19 19:00:00,27.8,54,22.0,1007.0,0.0
Karachi,2026-04-19 20:00:00,27.2,58,18.0,1008.0,0.0
Karachi,2026-04-19 21:00:00,26.9,60,15.8,1008.0,0.0
Karachi,2026-04-19 22:00:00,26.5,62,17.3,1008.0,0.0
Karachi,2026-04-19 23:00:00,26.1,65,19.1,1008.0,0.0
Karachi,2026-04-20 00:00:00,26.0,65,20.2,1008.0,0.0
Karachi,2026-04-20 01:00:00,25.7,67,21.2,1008.0,0.0
Karachi,2026-04-20 02:00:00,25.5,69,22.3,1007.0,0.0
Karachi,2026-04-20 03:00:00,25.2,71,19.4,1007.0,0.0
Karachi,2026-04-20 04:00:00,25.0,72,16.9,1007.0,0.0
Karachi,2026-04-20 05:00:00,24.9,72,16.9,1007.0,0.0
Karachi,2026-04-20 06:00:00,24.7,74,17.3,1007.0,0.0
Karachi,2026-04-20 07:00:00,25.1,74,17.3,1008.0,0.0
Karachi,2026-04-20 08:00:00,26.5,66,19.1,1008.0,0.0
Karachi,2026-04-20 09:00:00,28.1,56,22.0,1009.0,0.0
Karachi,2026-04-20 10:00:00,29.4,51,23.8,1009.0,0.0
Karachi,2026-04-20 11:00:00,30.3,47,25.2,1009.0,0.0
Karachi,2026-04-20 12:00:00,31.1,45,27.4,1008.0,0.0
Karachi,2026-04-20 13:00:00,31.3,44,28.4,1007.0,0.0
Karachi,2026-04-20 14:00:00,31.6,43,28.8,1006.0,0.0
Karachi,2026-04-20 15:00:00,31.6,42,28.4,1006.0,0.0
Karachi,2026-04-20 16:00:00,31.1,43,28.1,1006.0,0.0
Karachi,2026-04-20 17:00:00,30.3,45,25.9,1006.0,0.0
Karachi,2026-04-20 18:00:00,29.3,49,24.8,1006.0,0.0
Karachi,2026-04-20 19:00:00,28.2,54,23.4,1006.0,0.0
Karachi,2026-04-20 20:00:00,27.5,58,22.0,1007.0,0.0
Karachi,2026-04-20 21:00:00,27.2,60,19.8,1008.0,0.0
Karachi,2026-04-20 22:00:00,26.9,62,17.3,1008.0,0.0
Karachi,2026-04-20 23:00:00,26.6,64,16.9,1008.0,0.0
Karachi,2026-04-21 00:00:00,26.2,64,16.6,1009.0,0.0
Karachi,2026-04-21 01:00:00,26.0,65,16.6,1008.0,0.0
Karachi,2026-04-21 02:00:00,25.8,66,14.8,1007.0,0.0
Karachi,2026-04-21 03:00:00,25.5,68,15.8,1007.0,0.0
Karachi,2026-04-21 04:00:00,25.2,69,17.3,1007.0,0.0
Karachi,2026-04-21 05:00:00,25.1,70,18.7,1007.0,0.0
Karachi,2026-04-21 06:00:00,25.0,70,18.4,1008.0,0.0
Karachi,2026-04-21 07:00:00,25.4,68,18.4,1008.0,0.0
Karachi,2026-04-21 08:00:00,26.6,60,23.0,1009.0,0.0
Karachi,2026-04-21 09:00:00,27.9,53,23.4,1009.0,0.0
Karachi,2026-04-21 10:00:00,29.0,49,25.2,1009.0,0.0
Karachi,2026-04-21 11:00:00,29.9,46,27.7,1009.0,0.0
Karachi,2026-04-21 12:00:00,30.7,43,28.4,1008.0,0.0
Karachi,2026-04-21 13:00:00,31.0,42,30.6,1007.0,0.0
Karachi,2026-04-21 14:00:00,30.8,43,30.6,1007.0,0.0
Karachi,2026-04-21 15:00:00,30.6,44,31.0,1006.0,0.0
Karachi,2026-04-21 16:00:00,30.2,44,29.5,1006.0,0.0
Karachi,2026-04-21 17:00:00,29.6,46,28.1,1006.0,0.0
Karachi,2026-04-21 18:00:00,28.7,50,28.4,1006.0,0.0
Karachi,2026-04-21 19:00:00,27.8,55,27.4,1006.0,0.0
Karachi,2026-04-21 20:00:00,27.2,61,25.6,1007.0,0.0
Karachi,2026-04-21 21:00:00,27.0,65,23.4,1008.0,0.0
Karachi,2026-04-21 22:00:00,26.7,67,21.6,1008.0,0.0
Karachi,2026-04-21 23:00:00,26.5,69,19.8,1008.0,0.0
Karachi,2026-04-22 00:00:00,26.2,71,18.0,1008.0,0.0
Karachi,2026-04-22 01:00:00,25.9,74,18.7,1008.0,0.0
Karachi,2026-04-22 02:00:00,25.7,76,18.4,1007.0,0.0
Karachi,2026-04-22 03:00:00,25.5,77,18.4,1007.0,0.0
Karachi,2026-04-22 04:00:00,25.3,78,19.4,1007.0,0.0
Karachi,2026-04-22 05:00:00,25.2,80,21.6,1007.0,0.0
Karachi,2026-04-22 06:00:00,25.1,81,22.7,1008.0,0.0
Karachi,2026-04-22 07:00:00,25.4,79,24.1,1008.0,0.0
Karachi,2026-04-22 08:00:00,26.5,72,28.8,1009.0,0.0
Karachi,2026-04-22 09:00:00,27.7,64,31.3,1009.0,0.0
Karachi,2026-04-22 10:00:00,28.8,59,32.0,1009.0,0.0
Karachi,2026-04-22 11:00:00,29.6,56,32.8,1008.0,0.0
Karachi,2026-04-22 12:00:00,30.1,55,34.6,1008.0,0.0
Karachi,2026-04-22 13:00:00,30.2,55,35.3,1007.0,0.0
Karachi,2026-04-22 14:00:00,30.3,55,34.9,1006.0,0.0
Karachi,2026-04-22 15:00:00,30.1,56,34.6,1006.0,0.0
Karachi,2026-04-22 16:00:00,29.7,58,33.5,1005.0,0.0
Karachi,2026-04-22 17:00:00,29.1,61,31.3,1005.0,0.0
Karachi,2026-04-22 18:00:00,28.3,65,30.2,1005.0,0.0
Karachi,2026-04-22 19:00:00,27.3,72,30.6,1006.0,0.0
Karachi,2026-04-22 20:00:00,26.7,76,30.6,1006.0,0.0
Karachi,2026-04-22 21:00:00,26.6,78,29.5,1007.0,0.0
Karachi,2026-04-22 22:00:00,26.4,80,29.2,1007.0,0.0
Karachi,2026-04-22 23:00:00,26.3,82,28.4,1007.0,0.0
Karachi,2026-04-23 00:00:00,26.3,80,25.6,1007.0,0.0
Karachi,2026-04-23 01:00:00,26.1,81,25.2,1007.0,0.0
Karachi,2026-04-23 02:00:00,25.9,83,25.9,1006.0,0.0
Karachi,2026-04-23 03:00:00,25.6,84,25.9,1006.0,0.0
Karachi,2026-04-23 04:00:00,25.5,86,26.3,1006.0,0.0
Karachi,2026-04-23 05:00:00,25.4,86,26.3,1006.0,0.0
Karachi,2026-04-23 06:00:00,25.2,87,25.9,1006.0,0.0
Karachi,2026-04-23 07:00:00,25.6,86,26.6,1007.0,0.0
Karachi,2026-04-23 08:00:00,26.5,78,29.9,1008.0,0.0
Karachi,2026-04-23 09:00:00,27.7,71,30.6,1008.0,0.0
Karachi,2026-04-23 10:00:00,28.8,65,31.7,1008.0,0.0
Karachi,2026-04-23 11:00:00,29.7,62,32.0,1008.0,0.0
Karachi,2026-04-23 12:00:00,30.4,58,31.3,1007.0,0.0
Karachi,2026-04-23 13:00:00,30.9,56,30.2,1006.0,0.0
Karachi,2026-04-23 14:00:00,30.9,56,31.3,1006.0,0.0
Karachi,2026-04-23 15:00:00,30.7,57,32.4,1005.0,0.0
Karachi,2026-04-23 16:00:00,30.4,57,32.0,1005.0,0.0
Karachi,2026-04-23 17:00:00,29.8,60,31.3,1005.0,0.0
Karachi,2026-04-23 18:00:00,28.7,65,29.9,1005.0,0.0
Karachi,2026-04-23 19:00:00,27.7,72,27.7,1006.0,0.0
Karachi,2026-04-23 20:00:00,27.1,77,26.3,1006.0,0.0
Karachi,2026-04-23 21:00:00,26.9,79,25.6,1006.0,0.0
Karachi,2026-04-23 22:00:00,26.6,82,24.5,1007.0,0.0
Karachi,2026-04-23 23:00:00,26.4,84,24.8,1007.0,0.0
Karachi,2026-04-24 00:00:00,26.0,85,18.0,1007.0,0.0
Karachi,2026-04-24 01:00:00,25.8,87,21.6,1006.0,0.0
Karachi,2026-04-24 02:00:00,25.6,89,23.0,1006.0,0.0
Karachi,2026-04-24 03:00:00,25.4,90,20.9,1006.0,0.0
Karachi,2026-04-24 04:00:00,25.3,90,18.0,1006.0,0.0
Karachi,2026-04-24 05:00:00,25.2,90,19.4,1006.0,0.0
Karachi,2026-04-24 06:00:00,25.1,91,19.1,1007.0,0.0
Karachi,2026-04-24 07:00:00,25.4,89,19.4,1007.0,0.0
Karachi,2026-04-24 08:00:00,26.6,80,22.0,1008.0,0.0
Karachi,2026-04-24 09:00:00,28.0,71,24.1,1008.0,0.0
Karachi,2026-04-24 10:00:00,29.3,66,26.6,1008.0,0.0
Karachi,2026-04-24 11:00:00,30.4,60,27.7,1008.0,0.0
Karachi,2026-04-24 12:00:00,31.2,57,28.4,1007.0,0.0
Karachi,2026-04-24 13:00:00,31.6,55,29.9,1006.0,0.0
Karachi,2026-04-24 14:00:00,31.7,55,30.2,1006.0,0.0
Karachi,2026-04-24 15:00:00,31.4,56,29.2,1005.0,0.0
Karachi,2026-04-24 16:00:00,30.9,57,28.4,1005.0,0.0
Karachi,2026-04-24 17:00:00,30.1,60,27.7,1005.0,0.0
Karachi,2026-04-24 18:00:00,29.0,66,27.4,1005.0,0.0
Karachi,2026-04-24 19:00:00,27.9,73,25.9,1006.0,0.0
Karachi,2026-04-24 20:00:00,27.2,78,24.1,1006.0,0.0
Karachi,2026-04-24 21:00:00,27.0,79,20.2,1007.0,0.0
Karachi,2026-04-24 22:00:00,26.8,81,20.5,1008.0,0.0
Karachi,2026-04-24 23:00:00,26.6,82,18.4,1008.0,0.0
Karachi,2026-04-25 00:00:00,26.4,82,18.4,1008.0,0.0
Karachi,2026-04-25 01:00:00,26.2,83,19.8,1007.0,0.0
Karachi,2026-04-25 02:00:00,25.9,84,20.5,1007.0,0.0
Karachi,2026-04-25 03:00:00,25.8,86,19.4,1006.0,0.0
Karachi,2026-04-25 04:00:00,25.7,86,20.2,1006.0,0.0
Karachi,2026-04-25 05:00:00,25.5,87,16.6,1007.0,0.0
Karachi,2026-04-25 06:00:00,25.4,89,14.8,1007.0,0.0
Karachi,2026-04-25 07:00:00,25.8,86,16.6,1008.0,0.0
Karachi,2026-04-25 08:00:00,27.1,78,19.4,1008.0,0.0
Karachi,2026-04-25 09:00:00,28.5,69,21.2,1009.0,0.0
Karachi,2026-04-25 10:00:00,30.1,61,23.4,1009.0,0.0
Karachi,2026-04-25 11:00:00,31.2,57,26.3,1008.0,0.0
Karachi,2026-04-25 12:00:00,31.9,54,27.4,1008.0,0.0
Karachi,2026-04-25 13:00:00,32.5,52,29.2,1007.0,0.0
Karachi,2026-04-25 14:00:00,32.6,50,32.0,1007.0,0.0
Karachi,2026-04-25 15:00:00,32.5,50,31.3,1006.0,0.0
Karachi,2026-04-25 16:00:00,32.0,52,31.7,1006.0,0.0
Karachi,2026-04-25 17:00:00,31.2,53,30.2,1006.0,0.0
Karachi,2026-04-25 18:00:00,30.1,57,28.1,1006.0,0.0
Karachi,2026-04-25 19:00:00,28.8,63,24.5,1006.0,0.0
Karachi,2026-04-25 20:00:00,28.2,68,23.0,1007.0,0.0
Karachi,2026-04-25 21:00:00,27.9,70,22.7,1008.0,0.0
Karachi,2026-04-25 22:00:00,27.7,71,20.5,1008.0,0.0
Karachi,2026-04-25 23:00:00,27.5,72,20.2,1008.0,0.0
Islamabad,2026-04-19 00:00:00,20.4,72,4.0,1012.0,1.5
Islamabad,2026-04-19 01:00:00,19.7,70,20.9,1010.0,0.3
Islamabad,2026-04-19 02:00:00,19.0,70,15.8,1010.0,0.0
Islamabad,2026-04-19 03:00:00,18.7,70,18.0,1010.0,0.0
Islamabad,2026-04-19 04:00:00,18.7,65,22.3,1009.0,0.0
Islamabad,2026-04-19 05:00:00,18.0,63,18.7,1008.0,0.0
Islamabad,2026-04-19 06:00:00,18.1,62,19.1,1008.0,0.0
Islamabad,2026-04-19 07:00:00,19.5,60,16.9,1008.0,0.0
Islamabad,2026-04-19 08:00:00,22.8,52,11.9,1008.0,0.0
Islamabad,2026-04-19 09:00:00,24.6,47,6.8,1009.0,0.0
Islamabad,2026-04-19 10:00:00,25.1,45,4.7,1009.0,0.0
Islamabad,2026-04-19 11:00:00,26.0,42,4.0,1009.0,0.0
Islamabad,2026-04-19 12:00:00,27.0,39,2.2,1008.0,0.0
Islamabad,2026-04-19 13:00:00,28.1,35,5.4,1008.0,0.0
Islamabad,2026-04-19 14:00:00,29.3,30,5.8,1007.0,0.0
Islamabad,2026-04-19 15:00:00,29.8,30,5.4,1006.0,0.0
Islamabad,2026-04-19 16:00:00,29.8,30,6.5,1006.0,0.0
Islamabad,2026-04-19 17:00:00,28.8,34,11.9,1006.0,0.0
Islamabad,2026-04-19 18:00:00,25.3,42,14.4,1007.0,0.0
Islamabad,2026-04-19 19:00:00,21.8,46,10.4,1007.0,0.0
Islamabad,2026-04-19 20:00:00,20.9,47,13.0,1008.0,0.0
Islamabad,2026-04-19 21:00:00,20.3,46,13.0,1008.0,0.0
Islamabad,2026-04-19 22:00:00,19.7,44,12.2,1008.0,0.0
Islamabad,2026-04-19 23:00:00,19.2,44,11.5,1009.0,0.0
Islamabad,2026-04-20 00:00:00,20.5,43,11.2,1009.0,0.0
Islamabad,2026-04-20 01:00:00,20.1,43,8.6,1009.0,0.0
Islamabad,2026-04-20 02:00:00,19.6,44,7.2,1009.0,0.0
Islamabad,2026-04-20 03:00:00,19.4,44,7.9,1009.0,0.0
Islamabad,2026-04-20 04:00:00,19.1,44,8.3,1009.0,0.0
Islamabad,2026-04-20 05:00:00,18.8,44,8.6,1009.0,0.0
Islamabad,2026-04-20 06:00:00,18.9,44,9.0,1009.0,0.0
Islamabad,2026-04-20 07:00:00,22.1,42,7.6,1009.0,0.0
Islamabad,2026-04-20 08:00:00,25.9,34,5.4,1009.0,0.0
Islamabad,2026-04-20 09:00:00,27.8,31,6.5,1010.0,0.0
Islamabad,2026-04-20 10:00:00,29.5,28,7.2,1009.0,0.0
Islamabad,2026-04-20 11:00:00,30.9,25,8.3,1008.0,0.0
Islamabad,2026-04-20 12:00:00,32.0,23,11.2,1008.0,0.0
Islamabad,2026-04-20 13:00:00,32.4,22,12.2,1007.0,0.0
Islamabad,2026-04-20 14:00:00,32.6,22,13.7,1006.0,0.0
